tDA,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.001,1.3111259078081178e-30,1.1800133170273061e-30,1.0489007262464942e-30,9.177881354656823e-31,7.866755446848707e-31,6.555629539040589e-31,5.244503631232472e-31,3.933377723424355e-31,2.622251815616235e-31,1.3111259078081175e-31,9.592710470657165e-71
0.0015,2.569824980105385e-21,2.312842482094846e-21,2.0558599840843078e-21,1.79887748607377e-21,1.5418949880632311e-21,1.2849124900526924e-21,1.0279299920421539e-21,7.709474940316158e-22,5.139649960210769e-22,2.5698249801053847e-22,-6.787934419907439e-50
0.002,1.3007630091513455e-16,1.1706867082362107e-16,1.0406104073210763e-16,9.105341064059421e-17,7.804578054908072e-17,6.503815045756727e-17,5.203052036605383e-17,3.902289027454037e-17,2.6015260183026905e-17,1.3007630091513453e-17,-1.9987548638261065e-42
0.0025,9.309007602189948e-14,8.378106841970949e-14,7.447206081751952e-14,6.51630532153296e-14,5.5854045613139684e-14,4.654503801094974e-14,3.723603040875976e-14,2.7927022806569842e-14,1.8618015204379877e-14,9.30900760218994e-15,2.495566333441433e-36
0.003,7.809656992093254e-12,7.028691292883929e-12,6.247725593674603e-12,5.4667598944652775e-12,4.68579419525595e-12,3.904828496046627e-12,3.1238627968373024e-12,2.342897097627976e-12,1.5619313984186506e-12,7.809656992093254e-13,2.890846001138356e-32
0.004,2.1536381166509938e-09,1.9382743049858947e-09,1.722910493320795e-09,1.507546681655696e-09,1.292182869990596e-09,1.0768190583254969e-09,8.614552466603978e-10,6.460914349952982e-10,4.307276233301985e-10,2.153638116650993e-10,2.995551967367548e-28
0.005,6.718190148317917e-08,6.046371133486123e-08,5.374552118654334e-08,4.7027331038225423e-08,4.030914088990752e-08,3.3590950741589584e-08,2.687276059327167e-08,2.015457044495376e-08,1.3436380296635834e-08,6.718190148317917e-09,-2.903045450826683e-26
0.006,6.960913977642632e-07,6.264822579878371e-07,5.568731182114108e-07,4.872639784349846e-07,4.1765483865855807e-07,3.480456988821316e-07,2.7843655910570543e-07,2.0882741932927903e-07,1.3921827955285264e-07,6.960913977642632e-08,-9.827182591741195e-25
0.007,3.815123157968309e-06,3.4336108421714774e-06,3.052098526374647e-06,2.6705862105778154e-06,2.289073894780985e-06,1.9075615789841544e-06,1.5260492631873234e-06,1.1445369473904927e-06,7.630246315936617e-07,3.8151231579683085e-07,8.583894196974395e-25
0.008,1.3983465854019668e-05,1.2585119268617708e-05,1.1186772683215738e-05,9.788426097813773e-06,8.390079512411801e-06,6.991732927009836e-06,5.593386341607867e-06,4.1950397562059004e-06,2.7966931708039328e-06,1.3983465854019664e-06,-5.706952275650248e-23
0.009,3.9083459854367006e-05,3.5175113868930304e-05,3.126676788349359e-05,2.7358421898056897e-05,2.3450075912620195e-05,1.9541729927183503e-05,1.5633383941746798e-05,1.1725037956310103e-05,7.816691970873397e-06,3.9083459854366995e-06,5.484813828601462e-22
0.01,9.017887873722773e-05,8.116099086350498e-05,7.214310298978218e-05,6.312521511605944e-05,5.410732724233664e-05,4.508943936861387e-05,3.6071551494891096e-05,2.705366362116832e-05,1.8035775747445545e-05,9.017887873722772e-06,-9.833204170034062e-23
0.015,0.0012339404600531067,0.001110546414047796,0.0009871523680424856,0.0008637583220371745,0.0007403642760318641,0.0006169702300265535,0.0004935761840212429,0.00037018213801593217,0.0002467880920106213,0.00012339404600531065,-1.3380283386786622e-20
0.02,0.005036946111003143,0.004533251499902828,0.0040295568888025135,0.003525862277702199,0.003022167666601885,0.0025184730555015715,0.002014778444401257,0.0015110838333009427,0.0010073892222006282,0.0005036946111003141,4.2057715964782285e-20
0.025,0.012386189115629522,0.011147570204066568,0.009908951292503618,0.008670332380940666,0.007431713469377712,0.006193094557814761,0.004954475646251809,0.003715856734688857,0.002477237823125903,0.0012386189115629518,4.3962400672269083e-20
0.03,0.023384864461601387,0.02104637801544126,0.018707891569281116,0.01636940512312098,0.014030918676960834,0.011692432230800695,0.00935394578464056,0.007015459338480419,0.004676972892320279,0.0023384864461601395,-3.823664488132522e-19
0.04,0.05500485340368409,0.04950436806331568,0.044003882722947266,0.038503397382578866,0.03300291204221046,0.027502426701842046,0.022001941361473636,0.016501456021105233,0.011000970680736816,0.00550048534036841,2.4253657920897774e-19
0.05,0.09654703476417646,0.0868923312877588,0.07723762781134118,0.06758292433492355,0.05792822085850587,0.04827351738208823,0.03861881390567059,0.028964110429252947,0.01930940695283529,0.009654703476417647,-9.350751345979362e-19
0.06,0.14498001868276353,0.13048201681448718,0.11598401494621084,0.10148601307793448,0.08698801120965814,0.07249000934138178,0.05799200747310542,0.04349400560482909,0.0289960037365527,0.014498001868276354,-1.5847868869252248e-18
0.07,0.1980985470622202,0.17828869235599817,0.1584788376497761,0.13866898294355412,0.11885912823733205,0.0990492735311101,0.07923941882488808,0.05942956411866608,0.03961970941244403,0.019809854706222017,-1.2239081343950364e-18
0.08,0.2543830469428,0.22894474224852007,0.20350643755424005,0.17806813285995998,0.15262982816568008,0.12719152347140006,0.10175321877712003,0.07631491408284005,0.050876609388560014,0.02543830469428001,4.820760019267372e-19
0.09,0.3128026592807542,0.2815223933526787,0.2502421274246033,0.2189618614965279,0.18768159556845251,0.15640132964037715,0.12512106371230167,0.09384079778422627,0.06256053185615082,0.0312802659280754,-9.196741673788334e-19
0.1,0.3726613358693666,0.33539520228242997,0.2981290686954933,0.2608629351085567,0.2235968015216201,0.18633066793468336,0.1490645343477467,0.11179840076081005,0.07453226717387335,0.037266133586936666,-1.3234091210779908e-18
