,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.9,1.0,1.0,1.0
,pDw,pD_avg,pDe,pDw,pD_avg,pDe,pDw,pD_avg,pDe,pDw,pD_avg,pDe,pDw,pD_avg,pDe,pDw,pD_avg,pDe,pDw,pD_avg,pDe,pDw,pD_avg,pDe,pDw,pD_avg,pDe,pDw,pD_avg,pDe,pDw,pD_avg,pDe
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.001,4.5515720006109595,0.007234527051440846,1.3111259078081178e-30,4.5515720006109595,0.007234527051440846,1.1800133170273061e-30,4.5515720006109595,0.007234527051440846,1.0489007262464942e-30,4.5515720006109595,0.007234527051440846,9.177881354656823e-31,4.5515720006109595,0.007234527051440846,7.866755446848707e-31,4.5515720006109595,0.007234527051440846,6.555629539040589e-31,4.5515720006109595,0.007234527051440846,5.244503631232472e-31,4.5515720006109595,0.007234527051440846,3.933377723424355e-31,4.5515720006109595,0.007234527051440846,2.622251815616235e-31,4.5515720006109595,0.007234527051440846,1.3111259078081175e-31,4.5515720006109595,0.007234527051440846,9.592710470657165e-71
0.0015,4.754304554665041,0.010376119705030667,2.569824980105385e-21,4.754304554665041,0.010376119705030667,2.312842482094846e-21,4.754304554665041,0.010376119705030667,2.0558599840843078e-21,4.754304554665041,0.010376119705030667,1.79887748607377e-21,4.754304554665041,0.010376119705030667,1.5418949880632311e-21,4.754304554665041,0.010376119705030667,1.2849124900526924e-21,4.754304554665041,0.010376119705030667,1.0279299920421539e-21,4.754304554665041,0.010376119705030667,7.709474940316158e-22,4.754304554665041,0.010376119705030667,5.139649960210769e-22,4.754304554665041,0.010376119705030667,2.5698249801053847e-22,4.754304554665041,0.010376119705030667,-6.787934419907439e-50
0.002,4.898145590890932,0.013517712358620414,1.3007630091513455e-16,4.898145590890932,0.013517712358620412,1.1706867082362107e-16,4.898145590890932,0.013517712358620412,1.0406104073210763e-16,4.898145590890932,0.013517712358620412,9.105341064059421e-17,4.898145590890932,0.013517712358620412,7.804578054908072e-17,4.898145590890932,0.013517712358620412,6.503815045756727e-17,4.898145590890932,0.013517712358620412,5.203052036605383e-17,4.898145590890932,0.013517712358620412,3.902289027454037e-17,4.898145590890932,0.013517712358620412,2.6015260183026905e-17,4.898145590890932,0.013517712358620409,1.3007630091513453e-17,4.898145590890932,0.013517712358620409,-1.9987548638261065e-42
0.0025,5.009717366548037,0.0166593050122103,9.309007602189948e-14,5.009717366548037,0.016659305012209767,8.378106841970949e-14,5.009717366548037,0.01665930501220932,7.447206081751952e-14,5.009717366548037,0.016659305012208848,6.51630532153296e-14,5.009717366548037,0.01665930501220836,5.5854045613139684e-14,5.009717366548037,0.016659305012207894,4.654503801094974e-14,5.009717366548037,0.01665930501220741,3.723603040875976e-14,5.009717366548037,0.016659305012206933,2.7927022806569842e-14,5.009717366548037,0.01665930501220646,1.8618015204379877e-14,5.009717366548037,0.016659305012206006,9.30900760218994e-15,5.009717366548037,0.016659305012205534,2.495566333441433e-36
0.003,5.100878144945014,0.019800897665799976,7.809656992093254e-12,5.100878144945014,0.0198008976657561,7.028691292883929e-12,5.100878144945014,0.019800897665712282,6.247725593674603e-12,5.100878144945014,0.019800897665668463,5.4667598944652775e-12,5.100878144945014,0.019800897665624696,4.68579419525595e-12,5.100878144945014,0.01980089766558082,3.904828496046627e-12,5.100878144945014,0.019800897665537012,3.1238627968373024e-12,5.100878144945014,0.019800897665493207,2.342897097627976e-12,5.100878144945014,0.01980089766544935,1.5619313984186506e-12,5.100878144945014,0.01980089766540556,7.809656992093254e-13,5.100878144945014,0.019800897665361732,2.890846001138356e-32
0.004,5.244719181170905,0.026084082972979695,2.1536381166509938e-09,5.244719181170905,0.026084082958440263,1.9382743049858947e-09,5.244719181170905,0.02608408294390065,1.722910493320795e-09,5.244719181170905,0.02608408292936109,1.507546681655696e-09,5.244719181170905,0.026084082914821807,1.292182869990596e-09,5.244719181170905,0.02608408290028234,1.0768190583254969e-09,5.244719181170905,0.026084082885742772,8.614552466603978e-10,5.244719181170905,0.02608408287120319,6.460914349952982e-10,5.244719181170905,0.02608408285666377,4.307276233301985e-10,5.244719181170905,0.026084082842124275,2.153638116650993e-10,5.244719181170905,0.02608408282758487,2.995551967367548e-28
0.005,5.356290956828009,0.032367268280159026,6.718190148317917e-08,5.356290956828009,0.03236726774679355,6.046371133486123e-08,5.356290956828009,0.03236726721342806,5.374552118654334e-08,5.356290956828009,0.032367266680062276,4.7027331038225423e-08,5.356290956828009,0.03236726614669692,4.030914088990752e-08,5.356290956828009,0.032367265613331385,3.3590950741589584e-08,5.356290956828009,0.032367265079965804,2.687276059327167e-08,5.356290956828009,0.0323672645466003,2.015457044495376e-08,5.356290956828009,0.03236726401323469,1.3436380296635834e-08,5.356290956828009,0.03236726347986934,6.718190148317917e-09,5.356290956828009,0.03236726294650373,-2.903045450826683e-26
0.006,5.447451735224987,0.03865045358733861,6.960913977642632e-07,5.447451735224987,0.038650447227727806,6.264822579878371e-07,5.447451735224987,0.03865044086811681,5.568731182114108e-07,5.447451735224987,0.038650434508505686,4.872639784349846e-07,5.447451735224987,0.03865042814889475,4.1765483865855807e-07,5.447451735224987,0.038650421789283705,3.480456988821316e-07,5.447451735224987,0.03865041542967258,2.7843655910570543e-07,5.447451735224987,0.03865040907006169,2.0882741932927903e-07,5.447451735224987,0.038650402710450664,1.3921827955285264e-07,5.447451735224987,0.03865039635083961,6.960913977642632e-08,5.447451735224987,0.038650389991228634,-9.827182591741195e-25
0.007,5.524527075138616,0.0449336388945184,3.815123157968309e-06,5.524527075138616,0.04493359950090017,3.4336108421714774e-06,5.524527075138616,0.04493356010728201,3.052098526374647e-06,5.524527075138616,0.04493352071366392,2.6705862105778154e-06,5.524527075138616,0.04493348132004569,2.289073894780985e-06,5.524527075138616,0.044933441926427745,1.9075615789841544e-06,5.524527075138616,0.04493340253280953,1.5260492631873234e-06,5.524527075138616,0.04493336313919156,1.1445369473904927e-06,5.524527075138616,0.044933323745573094,7.630246315936617e-07,5.524527075138616,0.04493328435195525,3.8151231579683085e-07,5.524527075138616,0.04493324495833682,8.583894196974395e-25
0.008,5.591292771450878,0.051216824201697785,1.3983465854019668e-05,5.591292771450878,0.05121666339293571,1.2585119268617708e-05,5.591292771450878,0.05121650258417366,1.1186772683215738e-05,5.5912927714508776,0.051216341775411504,9.788426097813773e-06,5.5912927714508776,0.05121618096664927,8.390079512411801e-06,5.5912927714508776,0.051216020157887204,6.991732927009836e-06,5.5912927714508776,0.05121585934912488,5.593386341607867e-06,5.5912927714508776,0.051215698540362974,4.1950397562059004e-06,5.591292771450877,0.05121553773160058,2.7966931708039328e-06,5.591292771450877,0.05121537692283849,1.3983465854019664e-06,5.591292771450877,0.05121521611407616,-5.706952275650248e-23
